0.0001,0.4874,0.5278
0.0002,0.4874,0.5278
0.0003,0.4874,0.5278
0.0004,0.4874,0.5278
0.0005,0.4874,0.5278
0.0006,0.4874,0.5278
0.0007,0.4874,0.5278
0.0008,0.4874,0.5278
0.0009,0.4874,0.5278
0.001,0.4874,0.5278
0.002,0.4874,0.5278
0.003,0.4874,0.5278
0.004,0.4874,0.5278
0.005,0.4874,0.5278
0.006,0.4874,0.5278
0.007,0.4874,0.5278
0.008,0.4874,0.5278
0.009,0.4874,0.5278
0.01,0.4874,0.5278
0.02,0.4874,0.5278
0.03,0.4874,0.5278
0.04,0.49,0.5347
0.05,0.53,0.5764
0.06,0.5847,0.6007
0.07,0.616,0.6319
0.08,0.6481,0.6632
0.09,0.6664,0.684
0.1,0.6803,0.7014
0.2,0.7376,0.7639
0.3,0.775,0.7778
0.4,0.8288,0.7951
0.5,0.8775,0.8368
0.6,0.9044,0.8507
0.7,0.9305,0.8542
0.8,0.9427,0.8611
0.9,0.9548,0.8646
1.0,0.9652,0.8715
2.0,0.9939,0.8819
3.0,0.9965,0.8854
4.0,0.9983,0.8785
5.0,0.9983,0.8785
6.0,1.0,0.8785
7.0,1.0,0.8785
8.0,1.0,0.8819
9.0,1.0,0.8819
10.0,1.0,0.8819
20.0,1.0,0.8854
30.0,1.0,0.8854
40.0,1.0,0.8854
50.0,1.0,0.8854
60.0,1.0,0.8854
70.0,1.0,0.8854
80.0,1.0,0.8854
90.0,1.0,0.8854
3.0,0.9965,0.8854
